,Name,Property_Type,Bedrooms,Baths,Balcony,City,Location,Total_Area,Price_per_SQFT,Price,Property Title,Area_type,Segment_type
11890,Property in  Ashok Nagar,Flat,2 BHK,2,Yes,Kolkata,"elite estates,Nehru Colony, Ashok Nagar,Kolkata",540,3330,1800000,"2 BHK Flat for sale in Ashok Nagar, Kolkata",Small Property,Affordable Segment
11891,Property in  Harinavi,Independent House,2 BHK,3,No,Kolkata,"Emboss aaloy, Harinavi,Kolkata",1300,5310,6900000,"2 BHK Independent House for sale in Harinavi, Kolkata",Mid sized Property,Mid Segment
11892,Property in Malancha Mahi Nagar,Independent House,1 RK,3,No,Kolkata,"Malancha Mahi Nagar, Kolkata",1440,1530,2200000,"1 BHK Independent House for sale in Malancha Mahi Nagar, Kolkata",Mid sized Property,Affordable Segment
11893,Property in Kabardanga,Independent House,4 BHK,3,Yes,Kolkata,"Kabardanga, Kolkata",1400,3930,5500000,"4 BHK Independent House for sale in Kabardanga, Kolkata",Mid sized Property,Affordable Segment
11894,Property in  Rajpur,Flat,2 BHK,3,Yes,Kolkata,"Vinay construction ,Chowhati, Rajpur,Kolkata",900,5000,4500000,"2 BHK Flat for sale in Rajpur, Kolkata",Mid sized Property,Affordable Segment
11895,Property in  Keshtopur,Flat,4 BHK,3,Yes,Kolkata,"Aman Apartment,Hana Para, Keshtopur,Kolkata",1675,3580,6000000,"4 BHK Flat for sale in Keshtopur, Kolkata",Mid sized Property,Affordable Segment
11896,Property in  New Barrakpur,Independent House,2 BHK,3,Yes,Kolkata,"Michael Nagar, New Barrakpur,Kolkata",1800,4550,8200000,"2 BHK Independent House for sale in New Barrakpur, Kolkata",Mid sized Property,Mid Segment
11897,Property in  Keshtopur,Flat,4 BHK,3,Yes,Kolkata,"Rabindra Pally, Keshtopur,Kolkata",1675,3580,6000000,"4 BHK Flat for sale in Keshtopur, Kolkata",Mid sized Property,Affordable Segment
11898,Property in  Kasba,Flat,1 RK,2,No,Kolkata,"Pushpa Villa,New Ballygunge, Kasba,Kolkata",450,6220,2800000,"1 BHK Flat for sale in Kasba, Kolkata",Small Property,Affordable Segment
11899,Property in Sonarpur,Independent House,5 BHK,3,No,Kolkata,"Sonarpur, Kolkata",1500,4000,6000000,"5 BHK Independent House for sale in Sonarpur, Kolkata",Mid sized Property,Affordable Segment
11900,Property in Barrackpore,Flat,1 RK,2,Yes,Kolkata,"Barrackpore, Kolkata",460,3690,1700000,"1 BHK Flat for sale in Barrackpore, Kolkata",Small Property,Affordable Segment
11901,Property in  Tollygunge,Flat,1 RK,2,No,Kolkata,"Swiss Park,Rajendra Prasad Colony, Tollygunge,Kolkata",700,5290,3700000,"1 BHK Flat for sale in Tollygunge, Kolkata",Small Property,Affordable Segment
11902,Property in  Belghoria,Flat,1 RK,2,No,Kolkata,"Aranivilla ,Beehive Garden, Belghoria,Kolkata",450,1890,850000,"1 BHK Flat for sale in Belghoria, Kolkata",Small Property,Affordable Segment
11903,Property in Asharafabad Government Colony,Independent House,2 BHK,3,Yes,Kolkata,"Asharafabad Government Colony, Kolkata",1080,3890,4200000,"2 BHK Independent House for sale in Asharafabad Government Colony, Kolkata",Mid sized Property,Affordable Segment
11904,Property in Tollygunge,Flat,1 RK,2,No,Kolkata,"Shantivilla ,Tollygunge, Kolkata",750,4670,3500000,"1 BHK Flat for sale in Tollygunge, Kolkata",Small Property,Affordable Segment
11905,Property in Barrackpore,Independent House,3 BHK,3,No,Kolkata,"Barrackpore, Kolkata",1440,5210,7500000,"3 BHK Independent House for sale in Barrackpore, Kolkata",Mid sized Property,Mid Segment
11906,Property in  Agarpara,Independent House,4 BHK,4,Yes,Kolkata,"Ghola, Agarpara,Kolkata",3000,1000,3000000,"4 BHK Independent House for sale in Agarpara, Kolkata",Mid-Large sized Property,Affordable Segment
11907,Property in Baguiati,Independent House,2 BHK,3,Yes,Kolkata,"Baguiati, Kolkata",905,5080,4600000,"2 BHK Independent House for sale in Baguiati, Kolkata",Mid sized Property,Affordable Segment
11908,Property in Dum Dum Park,Flat,1 RK,2,Yes,Kolkata,"Dumdum,Dum Dum Park, Kolkata",400,5000,2000000,"1 BHK Flat for sale in Dum Dum Park, Kolkata",Small Property,Affordable Segment
11909,Property in  Mahheshtala,Independent House,3 BHK,3,Yes,Kolkata,"Santoshpur, Mahheshtala,Kolkata",1600,3500,5600000,"3 BHK Independent House for sale in Mahheshtala, Kolkata",Mid sized Property,Affordable Segment
11910,Property in Malancha Mahi Nagar,Independent House,1 RK,2,No,Kolkata,"Malancha Mahi Nagar, Kolkata",720,3060,2200000,"1 BHK Independent House for sale in Malancha Mahi Nagar, Kolkata",Small Property,Affordable Segment
11911,Property in Harinavi,Independent House,3 BHK,3,No,Kolkata,"Harinavi, Kolkata",1600,2810,4500000,"3 BHK Independent House for sale in Harinavi, Kolkata",Mid sized Property,Affordable Segment
11912,Property in  Purba Putiary,Independent House,3 BHK,3,No,Kolkata,"Babupara, Purba Putiary,Kolkata",1000,7500,7500000,"3 BHK Independent House for sale in Purba Putiary, Kolkata",Mid sized Property,Mid Segment
11913,Property in Sonarpur,Flat,2 BHK,2,No,Kolkata,"Subash gram,Sonarpur, Kolkata",750,2930,2200000,"2 BHK Flat for sale in Sonarpur, Kolkata",Small Property,Affordable Segment
11914,Property in  Belghoria,Independent House,6 BHK,3,Yes,Kolkata,"Verner Lane, Belghoria,Kolkata",1800,4550,8200000,"6 BHK Independent House for sale in Belghoria, Kolkata",Mid sized Property,Mid Segment
11915,Property in  Mahheshtala,Flat,2 BHK,2,Yes,Kolkata,"Building ,Jagannathgarh, Mahheshtala,Kolkata",600,2000,1200000,"2 BHK Flat for sale in Mahheshtala, Kolkata",Small Property,Affordable Segment
11916,Property in Subhasgram,Independent House,1 RK,1,No,Kolkata,"Subhasgram, Kolkata",150,10670,1600000,"1 R Independent House for sale in Subhasgram, Kolkata",Small Property,Affordable Segment
11917,Property in Habra,Independent House,3 BHK,3,Yes,Kolkata,"Habra, Kolkata",1250,6000,7500000,"3 BHK Independent House for sale in Habra, Kolkata",Mid sized Property,Mid Segment
11918,Property in  Purba Barisha,Flat,1 RK,1,Yes,Kolkata,"Building ,Netaji Pally, Purba Barisha,Kolkata",350,5140,1800000,"1 BHK Flat for sale in Purba Barisha, Kolkata",Small Property,Affordable Segment
11919,Property in  Budge Budge,Flat,2 BHK,3,No,Kolkata,"Vaishnawi Regency,Samanta Para, Budge Budge,Kolkata",1200,2670,3200000,"2 BHK Flat for sale in Budge Budge, Kolkata",Mid sized Property,Affordable Segment
11920,Property in Bhatpara,Independent House,5 BHK,4,Yes,Kolkata,"Bhatpara, Kolkata",2400,2920,7000000,"5 BHK Independent House for sale in Bhatpara, Kolkata",Mid-Large sized Property,Mid Segment
11921,Property in  Bansdroni,Flat,3 BHK,3,Yes,Kolkata,"Bansdroni Government Colony, Bansdroni,Kolkata",900,5000,4500000,"3 BHK Flat for sale in Bansdroni, Kolkata",Mid sized Property,Affordable Segment
11922,Property in  Mahheshtala,Independent House,3 BHK,3,No,Kolkata,"Shibrampur, Mahheshtala,Kolkata",1000,6000,6000000,"3 BHK Independent House for sale in Mahheshtala, Kolkata",Mid sized Property,Affordable Segment
11923,Property in  Natagarh,Independent House,2 BHK,3,No,Kolkata,"Parthpur, Natagarh,Kolkata",800,2750,2200000,"2 BHK Independent House for sale in Natagarh, Kolkata",Small Property,Affordable Segment
11924,Property in Diamond Harbour,Flat,3 BHK,3,Yes,Kolkata,"Diamond Harbour, Kolkata",970,5670,5500000,"3 BHK Flat for sale in Diamond Harbour, Kolkata",Mid sized Property,Affordable Segment
11925,Property in  Kalighat,Flat,1 RK,2,No,Kolkata,"Lake Market, Kalighat,Kolkata",500,3600,1800000,"1 RK Flat for sale in Kalighat, Kolkata",Small Property,Affordable Segment
11926,Property in  Sodepur,Independent House,2 BHK,3,No,Kolkata,"Amarabati, Sodepur,Kolkata",1200,3330,4000000,"2 BHK Independent House for sale in Sodepur, Kolkata",Mid sized Property,Affordable Segment
11927,Property in Malancha Mahi Nagar,Flat,2 BHK,3,Yes,Kolkata,"Malancha Mahi Nagar, Kolkata",910,2970,2700000,"2 BHK Flat for sale in Malancha Mahi Nagar, Kolkata",Mid sized Property,Affordable Segment
11928,Property in Madhyamgram,Independent House,6 BHK,5,Yes,Kolkata,"Madhyamgram, Kolkata",5760,1300,7500000,"6 BHK Independent House for sale in Madhyamgram, Kolkata",Large Property,Mid Segment
11929,Property in  Narendrapur,Flat,1 RK,2,No,Kolkata,"Sugam Park,Ramchandrapur, Narendrapur,Kolkata",546,4390,2400000,"1 BHK Flat for sale in Narendrapur, Kolkata",Small Property,Affordable Segment
11930,Property in  Mahheshtala,Independent House,5 BHK,5,Yes,Kolkata,"Ramnagar, Mahheshtala,Kolkata",4200,1780,7500000,"5 BHK Independent House for sale in Mahheshtala, Kolkata",Large Property,Mid Segment
11931,Property in Subhasgram,Independent House,3 BHK,4,Yes,Kolkata,"Subhasgram, Kolkata",12000,750000,9000000,"3 BHK Independent House for sale in Subhasgram, Kolkata",Large Property,Mid Segment
11932,Property in Hanspukuria,Flat,2 BHK,2,Yes,Kolkata,"Radha devi ,Hanspukuria, Kolkata",500,2600,1300000,"2 BHK Flat for sale in Hanspukuria, Kolkata",Small Property,Affordable Segment
11933,Property in Habra,Independent House,1 RK,1,Yes,Kolkata,"Habra, Kolkata",3600,611000,2200000,"1 BHK Independent House for sale in Habra, Kolkata",Large Property,Affordable Segment
11934,Property in  Ariadaha,Flat,3 BHK,3,Yes,Kolkata,"PK RESIDENCY,SP Paul Pally, Ariadaha,Kolkata",1100,2730,3000000,"3 BHK Flat for sale in Ariadaha, Kolkata",Mid sized Property,Affordable Segment
11935,Property in  Purba Barisha,Flat,3 BHK,3,No,Kolkata,"Sakher Bazar, Purba Barisha,Kolkata",1000,3700,3700000,"3 BHK Flat for sale in Purba Barisha, Kolkata",Mid sized Property,Affordable Segment
11936,Property in  Thakurpukur,Flat,2 BHK,3,No,Kolkata,"Greater Bakul Bithi, Thakurpukur,Kolkata",965,3940,3800000,"2 BHK Flat for sale in Thakurpukur, Kolkata",Mid sized Property,Affordable Segment
11937,Property in  Ward No 113,Independent House,3 BHK,3,No,Kolkata,"Bansdroni Park, Ward No 113,Kolkata",1440,5900,8500000,"3 BHK Independent House for sale in Ward No 113, Kolkata",Mid sized Property,Mid Segment
11938,Property in  Harinavi,Independent House,3 BHK,3,Yes,Kolkata,"Emboss aaloy, Harinavi,Kolkata",1800,2500,4500000,"3 BHK Independent House for sale in Harinavi, Kolkata",Mid sized Property,Affordable Segment
11939,Property in  Mahheshtala,Independent House,7 BHK,4,Yes,Kolkata,"Jagannathgarh, Mahheshtala,Kolkata",2880,1740,5000000,"7 BHK Independent House for sale in Mahheshtala, Kolkata",Mid-Large sized Property,Affordable Segment
11940,Property in  Mahheshtala,Independent House,4 BHK,4,Yes,Kolkata,"Pal Para, Mahheshtala,Kolkata",2160,3700,8000000,"4 BHK Independent House for sale in Mahheshtala, Kolkata",Mid-Large sized Property,Mid Segment
11941,Property in  Bramhapur,Independent House,3 BHK,3,No,Kolkata,"Rabindrapally, Bramhapur,Kolkata",1440,5210,7500000,"3 BHK Independent House for sale in Bramhapur, Kolkata",Mid sized Property,Mid Segment
11942,Property in Chandpara,Independent House,2 BHK,5,Yes,Kolkata,"Kalashima nata gram,Chandpara, Kolkata",5100,549000,2800000,"2 BHK Independent House for sale in Chandpara, Kolkata",Large Property,Affordable Segment
11943,Property in Entally,Flat,1 RK,1,Yes,Kolkata,"Near Solitaire 20,Entally, Kolkata",350,7140,2500000,"1 RK Flat for sale in Entally, Kolkata",Small Property,Affordable Segment
11944,Property in  Ultadanga,Independent House,6 BHK,4,Yes,Kolkata,"Surir Bagan, Ultadanga,Kolkata",2300,3910,9000000,"6 BHK Independent House for sale in Ultadanga, Kolkata",Mid-Large sized Property,Mid Segment
11945,Property in Khidirpur,Flat,2 BHK,2,No,Kolkata,"Khidirpur, Kolkata",752,6380,4800000,"2 BHK Flat for sale in Khidirpur, Kolkata",Small Property,Affordable Segment
11946,Property in  Mahheshtala,Independent House,4 BHK,3,No,Kolkata,"Defence Park, Mahheshtala,Kolkata",1600,4060,6500000,"4 BHK Independent House for sale in Mahheshtala, Kolkata",Mid sized Property,Mid Segment
11947,Property in Bantala,Villa,3 BHK,4,Yes,Kolkata,"Bantala, Kolkata",2200,3180,7000000,"3.5 BHK Villa for sale in Bantala, Kolkata",Mid-Large sized Property,Mid Segment
11948,Property in  South Dum Dum,Flat,1 RK,2,Yes,Kolkata,"Deepshikha Appartment ,Purba Sinthi, South Dum Dum,Kolkata",530,2210,1170000,"1 RK Flat for sale in South Dum Dum, Kolkata",Small Property,Affordable Segment
11949,Property in Bagmari,Independent House,1 RK,2,No,Kolkata,"Bagmari, Kolkata",550,3640,2000000,"1 BHK Independent House for sale in Bagmari, Kolkata",Small Property,Affordable Segment
11950,Property in Madhyamgram,Independent House,7 BHK,4,Yes,Kolkata,"Madhyamgram, Kolkata",2159,4170,9000000,"7 BHK Independent House for sale in Madhyamgram, Kolkata",Mid-Large sized Property,Mid Segment
11951,Property in Raghunathpur,Independent House,2 BHK,4,Yes,Kolkata,"Raghunathpur, Kolkata",2800,1250,3500000,"2 BHK Independent House for sale in Raghunathpur, Kolkata",Mid-Large sized Property,Affordable Segment
11952,Property in  Baruipur,Flat,2 BHK,2,Yes,Kolkata,"Sunrise junction baruipur,Natunpara, Baruipur,Kolkata",650,2310,1500000,"2 BHK Flat for sale in Baruipur, Kolkata",Small Property,Affordable Segment
11953,Property in  Rajpur,Independent House,1 RK,3,Yes,Kolkata,"Chowhati, Rajpur,Kolkata",1800,2220,4000000,"1 BHK Independent House for sale in Rajpur, Kolkata",Mid sized Property,Affordable Segment
11954,Property in  Natunhat,Independent House,5 BHK,3,Yes,Kolkata,"Danga, Natunhat,Kolkata",1500,3000,4500000,"5 BHK Independent House for sale in Natunhat, Kolkata",Mid sized Property,Affordable Segment
11955,Property in  Santoshpur,Flat,1 RK,2,No,Kolkata,"School road East Rajapur,Adipally, Santoshpur,Kolkata",475,4630,2200000,"1 BHK Flat for sale in Santoshpur, Kolkata",Small Property,Affordable Segment
11956,Property in  Narendrapur,Independent House,2 BHK,2,No,Kolkata,"Ramchandrapur, Narendrapur,Kolkata",400,8000,3200000,"2 BHK Independent House for sale in Narendrapur, Kolkata",Small Property,Affordable Segment
11957,Property in  Ariadaha,Flat,1 RK,2,No,Kolkata,"Krishna Syer,SP Paul Pally, Ariadaha,Kolkata",605,2480,1500000,"1 BHK Flat for sale in Ariadaha, Kolkata",Small Property,Affordable Segment
11958,Property in  Thakurpukur,Independent House,4 BHK,3,Yes,Kolkata,"Purbasan, Thakurpukur,Kolkata",1500,6000,9000000,"4 BHK Independent House for sale in Thakurpukur, Kolkata",Mid sized Property,Mid Segment
11959,Property in  Rajpur,Independent House,2 BHK,4,Yes,Kolkata,"Chowhati, Rajpur,Kolkata",2250,2220,5000000,"2 BHK Independent House for sale in Rajpur, Kolkata",Mid-Large sized Property,Affordable Segment
11960,Property in Barasat,Independent House,6 BHK,4,Yes,Kolkata,"Barasat, Kolkata",2070,3860,8000000,"6 BHK Independent House for sale in Barasat, Kolkata",Mid-Large sized Property,Mid Segment
11961,Property in Kazipara,Flat,3 BHK,3,Yes,Kolkata,"Fortune township ,Kazipara, Kolkata",1196,3430,4100000,"3 BHK Flat for sale in Kazipara, Kolkata",Mid sized Property,Affordable Segment
11962,Property in  Bhatpara,Independent House,4 BHK,3,No,Kolkata,"Mondal Para, Bhatpara,Kolkata",1500,2600,3900000,"4 BHK Independent House for sale in Bhatpara, Kolkata",Mid sized Property,Affordable Segment
11963,Property in  Baruipur,Flat,3 BHK,3,Yes,Kolkata,"Kamal Chaya complex ,Natunpara, Baruipur,Kolkata",1000,4200,4200000,"3 BHK Flat for sale in Baruipur, Kolkata",Mid sized Property,Affordable Segment
11964,Property in  Natagarh,Independent House,3 BHK,3,Yes,Kolkata,"Parthpur, Natagarh,Kolkata",1164,4290,5000000,"3 BHK Independent House for sale in Natagarh, Kolkata",Mid sized Property,Affordable Segment
11965,Property in  Joka,Flat,1 RK,2,Yes,Kolkata,"Jain Dream World City,Bardhanpalli, Joka,Kolkata",560,3210,1800000,"1 BHK Flat for sale in Joka, Kolkata",Small Property,Affordable Segment
11966,Property in Metiabruz,Independent House,3 BHK,2,No,Kolkata,"Metiabruz, Kolkata",726,5510,4000000,"3 BHK Independent House for sale in Metiabruz, Kolkata",Small Property,Affordable Segment
11967,Property in Teghoria,Flat,2 BHK,2,Yes,Kolkata,"Teghoria, Kolkata",696,3300,2300000,"2 BHK Flat for sale in Teghoria, Kolkata",Small Property,Affordable Segment
11968,Property in  Shobhabazar,Independent House,4 BHK,2,Yes,Kolkata,"Kumartuli, Shobhabazar,Kolkata",540,12960,7000000,"4 BHK Independent House for sale in Shobhabazar, Kolkata",Small Property,Mid Segment
11969,Property in Habra,Independent House,5 BHK,1,Yes,Kolkata,"Habra, Kolkata",2000,3500,7000000,"5 BHK Independent House for sale in Habra, Kolkata",Mid sized Property,Mid Segment
11970,Property in Gobra,Flat,1 RK,1,No,Kolkata,"Rai Charan,Gobra, Kolkata",350,3430,1200000,"1 RK Flat for sale in Gobra, Kolkata",Small Property,Affordable Segment
11971,Property in Uttar Gauripur,Flat,3 BHK,3,No,Kolkata,"Panchanogram,Uttar Gauripur, Kolkata",1100,2730,3000000,"3 BHK Flat for sale in Uttar Gauripur, Kolkata",Mid sized Property,Affordable Segment
11972,Property in  Bangur Avenue,Flat,1 RK,2,No,Kolkata,"Block A, Bangur Avenue,Kolkata",499,6410,3200000,"1 BHK Flat for sale in Bangur Avenue, Kolkata",Small Property,Affordable Segment
11973,Property in Sewli Telinipara,Flat,2 BHK,3,No,Kolkata,"Riya Gitanjali ,Sewli Telinipara, Kolkata",821,4260,3500000,"2 BHK Flat for sale in Sewli Telinipara, Kolkata",Mid sized Property,Affordable Segment
11974,Property in Kalikapur,Flat,3 BHK,3,Yes,Kolkata,"ATTASEE APRTMENTS,Kalikapur, Kolkata",1068,6090,6500000,"3 BHK Flat for sale in Kalikapur, Kolkata",Mid sized Property,Mid Segment
11975,Property in Purba Putiary,Independent House,4 BHK,3,No,Kolkata,"Purba Putiary, Kolkata",1500,2800,4200000,"4 BHK Independent House for sale in Purba Putiary, Kolkata",Mid sized Property,Affordable Segment
11976,Property in Kalikapur,Flat,2 BHK,2,Yes,Kolkata,"Jagatipota,Kalikapur, Kolkata",500,3000,1500000,"2 BHK Flat for sale in Kalikapur, Kolkata",Small Property,Affordable Segment
11977,Property in  Mahheshtala,Independent House,5 BHK,6,Yes,Kolkata,"Jagannathpur, Mahheshtala,Kolkata",2000,4500,9000000,"5 BHK Independent House for sale in Mahheshtala, Kolkata",Mid sized Property,Mid Segment
11978,Property in  Nabapally,Flat,3 BHK,3,Yes,Kolkata,"Sourya Toran,Ramkrishnanagar, Nabapally,Kolkata",1091,3800,4146000,"3 BHK Flat for sale in Nabapally, Kolkata",Mid sized Property,Affordable Segment
11979,Property in  Bhatpara,Independent House,7 BHK,3,Yes,Kolkata,"Authpur, Bhatpara,Kolkata",1440,5550,8000000,"7 BHK Independent House for sale in Bhatpara, Kolkata",Mid sized Property,Mid Segment
11980,Property in  Ichapur,Independent House,6 BHK,5,Yes,Kolkata,"Ichapur Bidhanpally, Ichapur,Kolkata",2000,3500,7000000,"6 BHK Independent House for sale in Ichapur, Kolkata",Mid sized Property,Mid Segment
11981,Property in Hariharpur,Independent House,2 BHK,4,Yes,Kolkata,"Hariharpur, Kolkata",2722,808000,2200000,"2 BHK Independent House for sale in Hariharpur, Kolkata",Mid-Large sized Property,Affordable Segment
11982,Property in  Shobhabazar,Independent House,1 RK,2,No,Kolkata,"Kumartuli, Shobhabazar,Kolkata",540,10550,5700000,"1 BHK Independent House for sale in Shobhabazar, Kolkata",Small Property,Affordable Segment
11983,Property in Milan Pally,Independent House,5 BHK,3,No,Kolkata,"Sonarpur,Milan Pally, Kolkata",1500,4000,6000000,"5 BHK Independent House for sale in Milan Pally, Kolkata",Mid sized Property,Affordable Segment
11984,Property in  Paschim Putiary,Independent House,3 BHK,3,Yes,Kolkata,"Haridevpur, Paschim Putiary,Kolkata",1255,6770,8500000,"3 BHK Independent House for sale in Paschim Putiary, Kolkata",Mid sized Property,Mid Segment
11985,Property in  Birati,Flat,4 BHK,3,Yes,Kolkata,"Kendriya Vihar 2 ,Pratiraksha Nagar, Birati,Kolkata",1760,4830,8500000,"4 BHK Flat for sale in Birati, Kolkata",Mid sized Property,Mid Segment
11986,Property in  Ultadanga,Flat,1 RK,2,Yes,Kolkata,"Daspara, Ultadanga,Kolkata",700,8570,6000000,"1 BHK Flat for sale in Ultadanga, Kolkata",Small Property,Affordable Segment
